Index	Lat			Lon			Icon	Name	Description	Notes	URL	Link Text	Altitude (m)	Distance (km)	Speed (m/s)	Course (°)	Time	HDOP	VDOP	PDOP	Satellites	Fix
175	50.103122	N	50° 6.187300' N	14.392850	E	14° 23.571000' E					""		257.800000	0.404087	0.111111	351.880005	38814.266181	1.900000	1.200000	2.300000	5	3d
176	50.103122	N	50° 6.187300' N	14.392853	E	14° 23.571200' E					""		257.900000	0.404325	0.166667	358.380005	38814.266192	1.900000	1.200000	2.300000	6	3d
177	50.103122	N	50° 6.187300' N	14.392857	E	14° 23.571400' E					""		257.900000	0.404563	0.583333	4.540000	38814.266204	1.900000	1.200000	2.300000	6	3d
178	50.103120	N	50° 6.187200' N	14.392867	E	14° 23.572000' E					""		258.000000	0.405301	0.111111	10.220000	38814.266215	1.900000	1.200000	2.300000	6	3d
179	50.103120	N	50° 6.187200' N	14.392867	E	14° 23.572000' E					""		258.100000	0.405301	0.055556	12.480000	38814.266227	1.900000	1.200000	2.300000	6	3d
180	50.103120	N	50° 6.187200' N	14.392868	E	14° 23.572100' E					""		258.100000	0.405420	0.000000	12.480000	38814.266238	1.900000	1.200000	2.300000	6	3d
181	50.103118	N	50° 6.187100' N	14.392872	E	14° 23.572300' E					""		258.200000	0.405722	0.055556	9.230000	38814.266250	1.900000	1.200000	2.300000	6	3d
182	50.103118	N	50° 6.187100' N	14.392873	E	14° 23.572400' E					""		258.200000	0.405841	0.010289	11.410000	38814.266262	1.900000	1.200000	2.300000	6	3d
183	50.103118	N	50° 6.187100' N	14.392873	E	14° 23.572400' E					""		258.200000	0.405841	0.055556	13.640000	38814.266273	1.900000	1.200000	2.300000	6	3d
184	50.103117	N	50° 6.187000' N	14.392873	E	14° 23.572400' E					""		258.200000	0.406026	0.083333	15.760000	38814.266296	1.900000	1.200000	2.300000	6	3d
185	50.103117	N	50° 6.187000' N	14.392870	E	14° 23.572200' E					""		258.200000	0.406264	0.005144	18.260000	38814.266308	1.900000	1.200000	2.300000	6	3d
186	50.103115	N	50° 6.186900' N	14.392865	E	14° 23.571900' E					""		258.200000	0.406667	0.027778	13.690000	38814.266319	1.900000	1.200000	2.300000	6	3d
187	50.103115	N	50° 6.186900' N	14.392860	E	14° 23.571600' E					""		258.200000	0.407024	0.055556	9.620000	38814.266331	1.900000	1.200000	2.300000	6	3d
188	50.103113	N	50° 6.186800' N	14.392855	E	14° 23.571300' E					""		258.200000	0.407426	0.027778	5.000000	38814.266343	1.900000	1.200000	2.300000	6	3d
189	50.103113	N	50° 6.186800' N	14.392847	E	14° 23.570800' E					""		258.100000	0.408021	0.055556	1.210000	38814.266354	1.900000	1.200000	2.300000	6	3d
190	50.103112	N	50° 6.186700' N	14.392840	E	14° 23.570400' E					""		258.000000	0.408532	0.027778	356.109985	38814.266366	1.900000	1.200000	2.300000	6	3d
191	50.103112	N	50° 6.186700' N	14.392832	E	14° 23.569900' E					""		257.900000	0.409127	0.055556	352.489990	38814.266377	1.900000	1.200000	2.300000	6	3d
192	50.103110	N	50° 6.186600' N	14.392818	E	14° 23.569100' E					""		257.900000	0.410097	0.083333	348.910004	38814.266389	1.900000	1.200000	2.300000	6	3d
193	50.103108	N	50° 6.186500' N	14.392807	E	14° 23.568400' E					""		257.900000	0.410950	0.166667	342.339996	38814.266400	1.900000	1.200000	2.300000	6	3d
194	50.103107	N	50° 6.186400' N	14.392793	E	14° 23.567600' E					""		257.800000	0.411920	0.083333	338.489990	38814.266412	1.900000	1.200000	2.300000	6	3d
195	50.103105	N	50° 6.186300' N	14.392780	E	14° 23.566800' E					""		257.600000	0.412890	0.083333	334.920013	38814.266424	1.900000	1.200000	2.300000	6	3d
196	50.103105	N	50° 6.186300' N	14.392770	E	14° 23.566200' E					""		257.500000	0.413604	0.027778	331.119995	38814.266435	14.300000	11.800000	18.600000	5	3d
197	50.103108	N	50° 6.186500' N	14.392787	E	14° 23.567200' E					""		258.300000	0.414851	0.055556	327.619995	38814.266447	1.900000	1.900000	2.700000	5	3d
198	50.103108	N	50° 6.186500' N	14.392777	E	14° 23.566600' E					""		258.300000	0.415565	0.055556	332.209991	38814.266458	14.300000	11.700000	18.500000	5	3d
199	50.103110	N	50° 6.186600' N	14.392772	E	14° 23.566300' E					""		258.400000	0.415967	0.055556	329.410004	38814.266470	14.300000	11.700000	18.500000	5	3d
200	50.103110	N	50° 6.186600' N	14.392763	E	14° 23.565800' E					""		258.400000	0.416562	0.055556	326.160004	38814.266481	14.300000	11.700000	18.500000	5	3d
201	50.103110	N	50° 6.186600' N	14.392755	E	14° 23.565300' E					""		258.300000	0.417157	0.027778	322.890015	38814.266493	14.300000	11.700000	18.500000	5	3d
202	50.103110	N	50° 6.186600' N	14.392748	E	14° 23.564900' E					""		258.300000	0.417633	0.027778	326.399994	38814.266505	14.300000	11.700000	18.500000	5	3d
203	50.103118	N	50° 6.187100' N	14.392778	E	14° 23.566700' E					""		259.700000	0.419967	0.055556	329.720001	38814.266516	1.900000	1.900000	2.700000	5	3d
204	50.103120	N	50° 6.187200' N	14.392772	E	14° 23.566300' E					""		259.700000	0.420478	0.027778	332.269989	38814.266528	14.300000	11.700000	18.500000	5	3d
205	50.103120	N	50° 6.187200' N	14.392765	E	14° 23.565900' E					""		259.700000	0.420954	0.027778	335.589996	38814.266539	14.200000	11.700000	18.400000	5	3d
206	50.103120	N	50° 6.187200' N	14.392758	E	14° 23.565500' E					""		259.600000	0.421430	0.027778	338.470001	38814.266551	14.200000	11.700000	18.400000	5	3d
207	50.103122	N	50° 6.187300' N	14.392753	E	14° 23.565200' E					""		259.600000	0.421833	0.000000	0.000000	38814.266563	14.200000	11.600000	18.400000	5	3d
