Index	Lat			Lon			Icon	Name	Description	Notes	URL	Link Text	Altitude (m)	Distance (km)	Speed (m/s)	Course (°)	Time	HDOP	VDOP	PDOP	Satellites	Fix
0	49.489297	N	49° 29.357800' N	15.920127	E	15° 55.207600' E					""		559.300000	0.000000	2.765833	205.229996	44297.541644	0.730000	0.940000	1.190000	15	dgps
1	49.489272	N	49° 29.356300' N	15.920112	E	15° 55.206700' E					""		559.300000	0.002987	2.753333	205.020004	44297.541655	0.730000	0.940000	1.190000	15	dgps
2	49.489245	N	49° 29.354700' N	15.920095	E	15° 55.205700' E					""		559.700000	0.006191	2.981389	202.990005	44297.541667	0.730000	0.940000	1.190000	15	dgps
3	49.489220	N	49° 29.353200' N	15.920078	E	15° 55.204700' E					""		559.800000	0.009223	3.000000	204.210007	44297.541678	0.730000	0.940000	1.190000	15	dgps
4	49.489193	N	49° 29.351600' N	15.920057	E	15° 55.203400' E					""		560.000000	0.012580	3.082500	206.589996	44297.541690	0.780000	0.940000	1.220000	14	dgps
5	49.489167	N	49° 29.350000' N	15.920037	E	15° 55.202200' E					""		560.100000	0.015882	3.063056	203.899994	44297.541701	0.780000	0.940000	1.220000	14	dgps
6	49.489142	N	49° 29.348500' N	15.920018	E	15° 55.201100' E					""		560.100000	0.018965	2.836944	202.369995	44297.541713	0.780000	0.940000	1.220000	14	dgps
7	49.489117	N	49° 29.347000' N	15.920003	E	15° 55.200200' E					""		560.200000	0.021952	3.014444	203.740005	44297.541725	0.780000	0.940000	1.220000	14	dgps
8	49.489092	N	49° 29.345500' N	15.919983	E	15° 55.199000' E					""		560.300000	0.025088	3.225278	206.369995	44297.541736	0.780000	0.940000	1.220000	14	dgps
9	49.489065	N	49° 29.343900' N	15.919965	E	15° 55.197900' E					""		560.400000	0.028339	3.112778	205.820007	44297.541748	0.780000	0.940000	1.220000	14	dgps
10	49.489040	N	49° 29.342400' N	15.919947	E	15° 55.196800' E					""		560.600000	0.031422	2.993611	204.520004	44297.541759	0.780000	0.940000	1.220000	14	dgps
11	49.489015	N	49° 29.340900' N	15.919930	E	15° 55.195800' E					""		560.700000	0.034455	3.031945	203.039993	44297.541771	0.780000	0.940000	1.220000	14	dgps
12	49.488988	N	49° 29.339300' N	15.919912	E	15° 55.194700' E					""		561.000000	0.037706	3.265833	203.929993	44297.541782	0.730000	0.940000	1.190000	15	dgps
13	49.488962	N	49° 29.337700' N	15.919893	E	15° 55.193600' E					""		561.100000	0.040957	3.257222	204.440002	44297.541794	0.730000	0.940000	1.190000	15	dgps
14	49.488937	N	49° 29.336200' N	15.919873	E	15° 55.192400' E					""		561.100000	0.044093	3.126111	207.000000	44297.541806	0.730000	0.940000	1.190000	15	dgps
15	49.488912	N	49° 29.334700' N	15.919853	E	15° 55.191200' E					""		561.100000	0.047229	3.153889	205.190002	44297.541817	0.730000	0.940000	1.190000	15	dgps
16	49.488883	N	49° 29.333000' N	15.919835	E	15° 55.190100' E					""		561.100000	0.050651	3.514722	201.630005	44297.541829	0.730000	0.940000	1.190000	15	dgps
17	49.488855	N	49° 29.331300' N	15.919818	E	15° 55.189100' E					""		561.200000	0.054027	3.477778	201.490005	44297.541840	0.730000	0.940000	1.190000	15	dgps
18	49.488827	N	49° 29.329600' N	15.919800	E	15° 55.188000' E					""		561.200000	0.057449	3.196667	203.419998	44297.541852	0.730000	0.940000	1.190000	15	dgps
19	49.488798	N	49° 29.327900' N	15.919782	E	15° 55.186900' E					""		561.300000	0.060870	3.556389	206.080002	44297.541863	0.730000	0.940000	1.190000	15	dgps
20	49.488768	N	49° 29.326100' N	15.919760	E	15° 55.185600' E					""		561.400000	0.064559	3.801667	206.139999	44297.541875	0.730000	0.940000	1.190000	15	dgps
21	49.488738	N	49° 29.324300' N	15.919738	E	15° 55.184300' E					""		561.500000	0.068248	3.514444	205.729996	44297.541887	0.730000	0.940000	1.190000	15	dgps
22	49.488710	N	49° 29.322600' N	15.919717	E	15° 55.183000' E					""		561.600000	0.071769	3.830000	203.220001	44297.541898	0.730000	0.940000	1.190000	15	dgps
23	49.488678	N	49° 29.320700' N	15.919697	E	15° 55.181800' E					""		561.700000	0.075580	3.485278	204.910004	44297.541910	0.730000	0.940000	1.190000	15	dgps
24	49.488648	N	49° 29.318900' N	15.919675	E	15° 55.180500' E					""		561.800000	0.079269	3.636111	203.500000	44297.541921	0.730000	0.940000	1.190000	15	dgps
25	49.488618	N	49° 29.317100' N	15.919653	E	15° 55.179200' E					""		561.800000	0.082957	3.625278	205.639999	44297.541933	0.730000	0.940000	1.190000	15	dgps
26	49.488587	N	49° 29.315200' N	15.919633	E	15° 55.178000' E					""		561.900000	0.086768	3.637778	203.289993	44297.541944	0.730000	0.940000	1.190000	15	dgps
27	49.488557	N	49° 29.313400' N	15.919613	E	15° 55.176800' E					""		561.900000	0.090407	3.620833	207.059998	44297.541956	0.730000	0.940000	1.190000	15	dgps
28	49.488528	N	49° 29.311700' N	15.919592	E	15° 55.175500' E					""		561.900000	0.093929	3.648889	203.360001	44297.541968	0.730000	0.940000	1.190000	15	dgps
29	49.488498	N	49° 29.309900' N	15.919572	E	15° 55.174300' E					""		562.000000	0.097568	3.472778	202.539993	44297.541979	0.730000	0.940000	1.190000	15	dgps
30	49.488468	N	49° 29.308100' N	15.919555	E	15° 55.173300' E					""		562.000000	0.101118	3.705000	201.190002	44297.541991	0.730000	0.940000	1.190000	15	dgps
31	49.488437	N	49° 29.306200' N	15.919535	E	15° 55.172100' E					""		562.100000	0.104929	3.866389	203.070007	44297.542002	0.730000	0.940000	1.190000	15	dgps
32	49.488403	N	49° 29.304200' N	15.919513	E	15° 55.170800' E					""		562.000000	0.108957	3.884722	203.750000	44297.542014	0.730000	0.940000	1.190000	15	dgps
33	49.488372	N	49° 29.302300' N	15.919492	E	15° 55.169500' E					""		561.900000	0.112814	3.965556	205.029999	44297.542025	0.730000	0.940000	1.190000	15	dgps
34	49.488338	N	49° 29.300300' N	15.919470	E	15° 55.168200' E					""		561.800000	0.116842	3.925555	203.679993	44297.542037	0.730000	0.940000	1.190000	15	dgps
35	49.488308	N	49° 29.298500' N	15.919447	E	15° 55.166800' E					""		561.700000	0.120584	3.649444	206.289993	44297.542049	0.730000	0.940000	1.190000	15	dgps
36	49.488277	N	49° 29.296600' N	15.919423	E	15° 55.165400' E					""		561.800000	0.124492	3.687222	205.610001	44297.542060	0.730000	0.940000	1.190000	15	dgps
37	49.488245	N	49° 29.294700' N	15.919402	E	15° 55.164100' E					""		562.000000	0.128349	3.933611	206.029999	44297.542072	0.730000	0.940000	1.190000	15	dgps
38	49.488213	N	49° 29.292800' N	15.919380	E	15° 55.162800' E					""		562.100000	0.132207	3.963611	203.500000	44297.542083	0.780000	0.940000	1.220000	14	dgps
39	49.488183	N	49° 29.291000' N	15.919358	E	15° 55.161500' E					""		562.100000	0.135896	3.510556	205.759995	44297.542095	0.780000	0.940000	1.220000	14	dgps
40	49.488153	N	49° 29.289200' N	15.919337	E	15° 55.160200' E					""		562.200000	0.139585	3.897778	204.919998	44297.542106	0.730000	0.940000	1.190000	15	dgps
41	49.488123	N	49° 29.287400' N	15.919313	E	15° 55.158800' E					""		562.100000	0.143326	3.675555	203.839996	44297.542118	0.730000	0.940000	1.190000	15	dgps
42	49.488093	N	49° 29.285600' N	15.919293	E	15° 55.157600' E					""		562.200000	0.146966	3.555833	205.850006	44297.542130	0.730000	0.940000	1.190000	15	dgps
43	49.488062	N	49° 29.283700' N	15.919272	E	15° 55.156300' E					""		562.300000	0.150823	3.938333	204.270004	44297.542141	0.730000	0.940000	1.190000	15	dgps
44	49.488028	N	49° 29.281700' N	15.919250	E	15° 55.155000' E					""		562.400000	0.154851	4.158056	202.899994	44297.542153	0.730000	0.940000	1.190000	15	dgps
45	49.487995	N	49° 29.279700' N	15.919228	E	15° 55.153700' E					""		562.400000	0.158879	3.933056	204.160004	44297.542164	0.730000	0.940000	1.190000	15	dgps
46	49.487965	N	49° 29.277900' N	15.919207	E	15° 55.152400' E					""		562.400000	0.162568	3.731389	204.649994	44297.542176	0.730000	0.940000	1.190000	15	dgps
47	49.487933	N	49° 29.276000' N	15.919185	E	15° 55.151100' E					""		562.500000	0.166426	3.839167	204.990005	44297.542188	0.710000	0.680000	0.980000	15	dgps
48	49.487898	N	49° 29.273900' N	15.919162	E	15° 55.149700' E					""		562.600000	0.170671	4.276667	204.679993	44297.542199	0.710000	0.680000	0.980000	15	dgps
49	49.487867	N	49° 29.272000' N	15.919140	E	15° 55.148400' E					""		562.700000	0.174529	3.941667	204.190002	44297.542211	0.710000	0.680000	0.980000	15	dgps
50	49.487830	N	49° 29.269800' N	15.919118	E	15° 55.147100' E					""		562.600000	0.178901	4.265833	204.779999	44297.542222	0.710000	0.680000	0.980000	15	dgps
51	49.487795	N	49° 29.267700' N	15.919097	E	15° 55.145800' E					""		562.700000	0.183101	4.246666	205.330002	44297.542234	0.730000	0.940000	1.190000	15	dgps
52	49.487757	N	49° 29.265400' N	15.919072	E	15° 55.144300' E					""		562.800000	0.187735	4.117778	205.580002	44297.542245	0.730000	0.940000	1.190000	15	dgps
53	49.487720	N	49° 29.263200' N	15.919048	E	15° 55.142900' E					""		562.900000	0.192152	3.820833	202.070007	44297.542257	0.730000	0.940000	1.190000	15	dgps
54	49.487685	N	49° 29.261100' N	15.919027	E	15° 55.141600' E					""		562.900000	0.196351	4.015278	203.529999	44297.542269	0.730000	0.940000	1.190000	15	dgps
55	49.487650	N	49° 29.259000' N	15.919005	E	15° 55.140300' E					""		563.200000	0.200551	4.235000	203.110001	44297.542280	0.730000	0.940000	1.190000	15	dgps
56	49.487613	N	49° 29.256800' N	15.918980	E	15° 55.138800' E					""		563.500000	0.205015	4.055833	203.630005	44297.542292	0.730000	0.940000	1.190000	15	dgps
57	49.487578	N	49° 29.254700' N	15.918958	E	15° 55.137500' E					""		563.700000	0.209214	3.760278	203.050003	44297.542303	0.730000	0.940000	1.190000	15	dgps
58	49.487545	N	49° 29.252700' N	15.918937	E	15° 55.136200' E					""		563.800000	0.213242	3.997500	204.000000	44297.542315	0.730000	0.940000	1.190000	15	dgps
59	49.487512	N	49° 29.250700' N	15.918912	E	15° 55.134700' E					""		563.500000	0.217370	4.028889	203.809998	44297.542326	0.730000	0.940000	1.190000	15	dgps
60	49.487480	N	49° 29.248800' N	15.918887	E	15° 55.133200' E					""		563.300000	0.221331	3.694722	209.309998	44297.542338	0.770000	0.940000	1.220000	14	dgps
61	49.487450	N	49° 29.247000' N	15.918858	E	15° 55.131500' E					""		563.100000	0.225249	3.702500	205.630005	44297.542350	0.770000	0.940000	1.220000	14	dgps
62	49.487423	N	49° 29.245400' N	15.918835	E	15° 55.130100' E					""		563.100000	0.228664	3.609444	205.850006	44297.542361	0.770000	0.940000	1.220000	14	dgps
63	49.487397	N	49° 29.243800' N	15.918815	E	15° 55.128900' E					""		562.800000	0.231966	3.404722	205.660004	44297.542373	0.770000	0.940000	1.220000	14	dgps
64	49.487368	N	49° 29.242100' N	15.918795	E	15° 55.127700' E					""		562.900000	0.235436	3.601111	204.440002	44297.542384	0.770000	0.940000	1.220000	14	dgps
65	49.487337	N	49° 29.240200' N	15.918775	E	15° 55.126500' E					""		563.000000	0.239246	3.578056	199.850006	44297.542396	0.750000	0.690000	1.010000	14	dgps
66	49.487310	N	49° 29.238600' N	15.918757	E	15° 55.125400' E					""		562.800000	0.242497	3.215556	202.869995	44297.542407	0.730000	0.940000	1.190000	15	dgps
67	49.487283	N	49° 29.237000' N	15.918738	E	15° 55.124300' E					""		562.600000	0.245748	3.370000	202.490005	44297.542419	0.730000	0.940000	1.190000	15	dgps
68	49.487255	N	49° 29.235300' N	15.918720	E	15° 55.123200' E					""		562.600000	0.249170	3.341111	203.039993	44297.542431	0.710000	0.680000	0.980000	15	dgps
69	49.487225	N	49° 29.233500' N	15.918703	E	15° 55.122200' E					""		562.600000	0.252720	3.364167	204.839996	44297.542442	0.710000	0.680000	0.980000	15	dgps
70	49.487195	N	49° 29.231700' N	15.918683	E	15° 55.121000' E					""		562.600000	0.256360	3.375278	203.009995	44297.542454	0.730000	0.940000	1.190000	15	dgps
71	49.487163	N	49° 29.229800' N	15.918665	E	15° 55.119900' E					""		563.000000	0.260126	3.836389	202.039993	44297.542465	0.730000	0.940000	1.190000	15	dgps
72	49.487128	N	49° 29.227700' N	15.918645	E	15° 55.118700' E					""		563.400000	0.264282	3.565278	204.839996	44297.542477	0.710000	0.680000	0.980000	15	dgps
73	49.487097	N	49° 29.225800' N	15.918623	E	15° 55.117400' E					""		563.500000	0.268139	3.561667	205.229996	44297.542488	0.730000	0.940000	1.190000	15	dgps
74	49.487068	N	49° 29.224100' N	15.918600	E	15° 55.116000' E					""		563.200000	0.271716	3.353055	207.080002	44297.542500	0.730000	0.940000	1.190000	15	dgps
75	49.487040	N	49° 29.222400' N	15.918580	E	15° 55.114800' E					""		563.300000	0.275186	3.339444	203.009995	44297.542512	0.730000	0.940000	1.190000	15	dgps
76	49.487013	N	49° 29.220800' N	15.918562	E	15° 55.113700' E					""		563.600000	0.278437	3.230833	204.330002	44297.542523	0.730000	0.940000	1.190000	15	dgps
77	49.486987	N	49° 29.219200' N	15.918545	E	15° 55.112700' E					""		563.300000	0.281641	3.426667	203.160004	44297.542535	0.730000	0.940000	1.190000	15	dgps
78	49.486957	N	49° 29.217400' N	15.918525	E	15° 55.111500' E					""		563.200000	0.285280	3.579444	203.559998	44297.542546	0.730000	0.940000	1.190000	15	dgps
79	49.486927	N	49° 29.215600' N	15.918503	E	15° 55.110200' E					""		563.400000	0.288969	3.663611	206.929993	44297.542558	0.730000	0.940000	1.190000	15	dgps
80	49.486897	N	49° 29.213800' N	15.918480	E	15° 55.108800' E					""		563.500000	0.292711	3.797222	206.729996	44297.542569	0.730000	0.940000	1.190000	15	dgps
81	49.486863	N	49° 29.211800' N	15.918457	E	15° 55.107400' E					""		563.500000	0.296787	3.768611	206.850006	44297.542581	0.770000	0.940000	1.220000	14	dgps
82	49.486832	N	49° 29.209900' N	15.918433	E	15° 55.106000' E					""		563.700000	0.300695	3.978333	207.669998	44297.542593	0.770000	0.940000	1.220000	14	dgps
83	49.486798	N	49° 29.207900' N	15.918408	E	15° 55.104500' E					""		563.700000	0.304823	4.281667	203.110001	44297.542604	0.770000	0.940000	1.220000	14	dgps
84	49.486760	N	49° 29.205600' N	15.918387	E	15° 55.103200' E					""		564.000000	0.309369	4.244444	203.869995	44297.542616	0.770000	0.940000	1.220000	14	dgps
85	49.486725	N	49° 29.203500' N	15.918362	E	15° 55.101700' E					""		564.100000	0.313664	4.258333	206.199997	44297.542627	0.770000	0.940000	1.220000	14	dgps
86	49.486690	N	49° 29.201400' N	15.918338	E	15° 55.100300' E					""		564.100000	0.317910	4.286389	206.899994	44297.542639	0.730000	0.940000	1.190000	15	dgps
87	49.486653	N	49° 29.199200' N	15.918312	E	15° 55.098700' E					""		564.000000	0.322424	4.513055	205.919998	44297.542650	0.730000	0.940000	1.190000	15	dgps
88	49.486618	N	49° 29.197100' N	15.918285	E	15° 55.097100' E					""		564.100000	0.326772	4.341667	206.580002	44297.542662	0.730000	0.940000	1.190000	15	dgps
89	49.486583	N	49° 29.195000' N	15.918253	E	15° 55.095200' E					""		564.000000	0.331291	4.338056	208.740005	44297.542674	0.730000	0.940000	1.190000	15	dgps
90	49.486548	N	49° 29.192900' N	15.918222	E	15° 55.093300' E					""		564.000000	0.335810	4.575555	209.449997	44297.542685	0.730000	0.940000	1.190000	15	dgps
91	49.486513	N	49° 29.190800' N	15.918187	E	15° 55.091200' E					""		564.100000	0.340456	4.469444	212.839996	44297.542697	0.730000	0.940000	1.190000	15	dgps
92	49.486477	N	49° 29.188600' N	15.918152	E	15° 55.089100' E					""		564.300000	0.345259	4.863889	212.919998	44297.542708	0.730000	0.940000	1.190000	15	dgps
93	49.486442	N	49° 29.186500' N	15.918117	E	15° 55.087000' E					""		564.600000	0.349905	4.514444	214.000000	44297.542720	0.730000	0.940000	1.190000	15	dgps
94	49.486408	N	49° 29.184500' N	15.918083	E	15° 55.085000' E					""		564.800000	0.354330	4.208889	214.789993	44297.542731	0.730000	0.940000	1.190000	15	dgps
95	49.486377	N	49° 29.182600' N	15.918053	E	15° 55.083200' E					""		565.400000	0.358469	3.973889	217.179993	44297.542743	0.730000	0.940000	1.190000	15	dgps
96	49.486345	N	49° 29.180700' N	15.918017	E	15° 55.081000' E					""		565.700000	0.362881	4.190278	218.639999	44297.542755	0.730000	0.940000	1.190000	15	dgps
97	49.486315	N	49° 29.178900' N	15.917975	E	15° 55.078500' E					""		565.800000	0.367379	4.632778	223.270004	44297.542766	0.730000	0.940000	1.190000	15	dgps
98	49.486287	N	49° 29.177200' N	15.917933	E	15° 55.076000' E					""		565.800000	0.371741	4.137500	223.690002	44297.542778	0.730000	0.940000	1.190000	15	dgps
99	49.486260	N	49° 29.175600' N	15.917892	E	15° 55.073500' E					""		565.900000	0.375970	4.238333	228.020004	44297.542789	0.730000	0.940000	1.190000	15	dgps
100	49.486233	N	49° 29.174000' N	15.917845	E	15° 55.070700' E					""		565.900000	0.380465	4.439445	230.919998	44297.542801	0.730000	0.940000	1.190000	15	dgps
101	49.486208	N	49° 29.172500' N	15.917795	E	15° 55.067700' E					""		565.800000	0.385028	4.520000	232.289993	44297.542813	0.730000	0.940000	1.190000	15	dgps
102	49.486185	N	49° 29.171100' N	15.917745	E	15° 55.064700' E					""		565.500000	0.389480	4.495000	233.149994	44297.542824	0.730000	0.940000	1.190000	15	dgps
103	49.486163	N	49° 29.169800' N	15.917693	E	15° 55.061600' E					""		565.400000	0.393927	4.338611	236.059998	44297.542836	0.730000	0.940000	1.190000	15	dgps
104	49.486142	N	49° 29.168500' N	15.917640	E	15° 55.058400' E					""		565.400000	0.398476	4.355556	239.270004	44297.542847	0.730000	0.940000	1.190000	15	dgps
105	49.486122	N	49° 29.167300' N	15.917588	E	15° 55.055300' E					""		565.400000	0.402825	4.068889	239.800003	44297.542859	0.730000	0.940000	1.190000	15	dgps
106	49.486103	N	49° 29.166200' N	15.917538	E	15° 55.052300' E					""		565.400000	0.406977	4.221667	235.669998	44297.542870	0.770000	0.940000	1.220000	14	dgps
107	49.486083	N	49° 29.165000' N	15.917483	E	15° 55.049000' E					""		565.500000	0.411536	4.487222	241.300003	44297.542882	0.770000	0.940000	1.220000	14	dgps
108	49.486065	N	49° 29.163900' N	15.917428	E	15° 55.045700' E					""		565.600000	0.416006	4.337500	243.850006	44297.542894	0.770000	0.940000	1.220000	14	dgps
109	49.486050	N	49° 29.163000' N	15.917375	E	15° 55.042500' E					""		565.600000	0.420209	4.149167	241.679993	44297.542905	0.770000	0.940000	1.220000	14	dgps
110	49.486032	N	49° 29.161900' N	15.917318	E	15° 55.039100' E					""		565.400000	0.424787	4.748055	239.240005	44297.542917	0.770000	0.940000	1.220000	14	dgps
111	49.486010	N	49° 29.160600' N	15.917260	E	15° 55.035600' E					""		565.600000	0.429646	4.531111	240.289993	44297.542928	0.770000	0.940000	1.220000	14	dgps
112	49.485990	N	49° 29.159400' N	15.917207	E	15° 55.032400' E					""		565.800000	0.434100	4.241667	237.729996	44297.542940	0.770000	0.940000	1.220000	14	dgps
113	49.485968	N	49° 29.158100' N	15.917157	E	15° 55.029400' E					""		565.800000	0.438446	4.388611	238.509995	44297.542951	0.770000	0.940000	1.220000	14	dgps
114	49.485947	N	49° 29.156800' N	15.917103	E	15° 55.026200' E					""		565.700000	0.442995	4.534722	240.149994	44297.542963	0.770000	0.940000	1.220000	14	dgps
115	49.485927	N	49° 29.155600' N	15.917048	E	15° 55.022900' E					""		565.400000	0.447553	4.501667	242.979996	44297.542975	0.770000	0.940000	1.220000	14	dgps
116	49.485908	N	49° 29.154500' N	15.917000	E	15° 55.020000' E					""		565.300000	0.451601	3.661389	242.589996	44297.542986	0.770000	0.940000	1.220000	14	dgps
117	49.485890	N	49° 29.153400' N	15.916950	E	15° 55.017000' E					""		565.600000	0.455753	3.883889	245.339996	44297.542998	0.770000	0.940000	1.220000	14	dgps
118	49.485868	N	49° 29.152100' N	15.916898	E	15° 55.013900' E					""		565.700000	0.460200	4.380833	241.559998	44297.543009	0.770000	0.940000	1.220000	14	dgps
119	49.485848	N	49° 29.150900' N	15.916847	E	15° 55.010800' E					""		565.900000	0.464549	4.171945	239.619995	44297.543021	0.770000	0.940000	1.220000	14	dgps
120	49.485827	N	49° 29.149600' N	15.916797	E	15° 55.007800' E					""		565.800000	0.468896	4.136111	239.490005	44297.543032	0.770000	0.940000	1.220000	14	dgps
121	49.485805	N	49° 29.148300' N	15.916743	E	15° 55.004600' E					""		565.600000	0.473445	4.449722	239.880005	44297.543044	0.770000	0.940000	1.220000	14	dgps
122	49.485787	N	49° 29.147200' N	15.916690	E	15° 55.001400' E					""		565.600000	0.477808	4.105556	241.050003	44297.543056	0.770000	0.940000	1.220000	14	dgps
123	49.485772	N	49° 29.146300' N	15.916645	E	15° 54.998700' E					""		565.400000	0.481466	3.568056	240.710007	44297.543067	0.770000	0.940000	1.220000	14	dgps
124	49.485755	N	49° 29.145300' N	15.916602	E	15° 54.996100' E					""		565.400000	0.485108	3.804722	237.149994	44297.543079	0.750000	0.690000	1.010000	14	dgps
125	49.485737	N	49° 29.144200' N	15.916553	E	15° 54.993200' E					""		565.100000	0.489155	3.653611	242.059998	44297.543090	0.750000	0.690000	1.010000	14	dgps
126	49.485722	N	49° 29.143300' N	15.916510	E	15° 54.990600' E					""		564.900000	0.492706	3.394444	244.550003	44297.543102	0.750000	0.690000	1.010000	14	dgps
127	49.485705	N	49° 29.142300' N	15.916462	E	15° 54.987700' E					""		564.700000	0.496663	3.685555	240.600006	44297.543113	0.750000	0.690000	1.010000	14	dgps
128	49.485685	N	49° 29.141100' N	15.916412	E	15° 54.984700' E					""		564.600000	0.500910	3.820000	239.110001	44297.543125	0.770000	0.940000	1.220000	14	dgps
129	49.485665	N	49° 29.139900' N	15.916362	E	15° 54.981700' E					""		564.200000	0.505156	3.833889	236.669998	44297.543137	0.770000	0.940000	1.220000	14	dgps
130	49.485645	N	49° 29.138700' N	15.916317	E	15° 54.979000' E					""		563.700000	0.509099	3.496389	232.149994	44297.543148	0.770000	0.940000	1.220000	14	dgps
131	49.485627	N	49° 29.137600' N	15.916272	E	15° 54.976300' E					""		563.400000	0.512940	3.913889	238.600006	44297.543160	0.770000	0.940000	1.220000	14	dgps
132	49.485608	N	49° 29.136500' N	15.916222	E	15° 54.973300' E					""		563.200000	0.517092	3.929722	240.779999	44297.543171	0.770000	0.940000	1.220000	14	dgps
133	49.485592	N	49° 29.135500' N	15.916173	E	15° 54.970400' E					""		563.700000	0.521050	4.092222	243.369995	44297.543183	0.770000	0.940000	1.220000	14	dgps
134	49.485575	N	49° 29.134500' N	15.916125	E	15° 54.967500' E					""		563.600000	0.525007	3.837222	241.380005	44297.543194	0.770000	0.940000	1.220000	14	dgps
135	49.485560	N	49° 29.133600' N	15.916080	E	15° 54.964800' E					""		563.500000	0.528665	3.513611	241.470001	44297.543206	0.770000	0.940000	1.220000	14	dgps
136	49.485545	N	49° 29.132700' N	15.916033	E	15° 54.962000' E					""		563.500000	0.532430	3.223611	244.630005	44297.543218	0.770000	0.940000	1.220000	14	dgps
137	49.485530	N	49° 29.131800' N	15.915990	E	15° 54.959400' E					""		563.900000	0.535981	3.318611	239.539993	44297.543229	0.770000	0.940000	1.220000	14	dgps
138	49.485513	N	49° 29.130800' N	15.915950	E	15° 54.957000' E					""		564.500000	0.539417	3.403889	241.300003	44297.543241	0.770000	0.940000	1.220000	14	dgps
139	49.485498	N	49° 29.129900' N	15.915913	E	15° 54.954800' E					""		564.700000	0.542551	3.064167	242.080002	44297.543252	0.770000	0.940000	1.220000	14	dgps
140	49.485483	N	49° 29.129000' N	15.915875	E	15° 54.952500' E					""		564.500000	0.545787	3.260278	239.899994	44297.543264	0.750000	0.690000	1.010000	14	dgps
141	49.485463	N	49° 29.127800' N	15.915823	E	15° 54.949400' E					""		564.800000	0.550137	3.570555	242.309998	44297.543275	0.770000	0.940000	1.220000	14	dgps
142	49.485443	N	49° 29.126600' N	15.915770	E	15° 54.946200' E					""		564.900000	0.554590	3.720000	241.350006	44297.543287	0.770000	0.940000	1.220000	14	dgps
143	49.485425	N	49° 29.125500' N	15.915718	E	15° 54.943100' E					""		565.600000	0.558847	3.456667	240.539993	44297.543299	0.770000	0.940000	1.220000	14	dgps
144	49.485408	N	49° 29.124500' N	15.915673	E	15° 54.940400' E					""		565.700000	0.562594	3.465833	239.649994	44297.543310	0.770000	0.940000	1.220000	14	dgps
145	49.485390	N	49° 29.123400' N	15.915628	E	15° 54.937700' E					""		565.800000	0.566435	3.892500	236.830002	44297.543322	0.770000	0.940000	1.220000	14	dgps
146	49.485370	N	49° 29.122200' N	15.915583	E	15° 54.935000' E					""		565.900000	0.570378	3.425833	231.580002	44297.543333	0.770000	0.940000	1.220000	14	dgps
147	49.485348	N	49° 29.120900' N	15.915543	E	15° 54.932600' E					""		566.100000	0.574144	3.631944	233.399994	44297.543345	0.770000	0.940000	1.220000	14	dgps
148	49.485327	N	49° 29.119600' N	15.915500	E	15° 54.930000' E					""		566.500000	0.578099	3.856389	232.910004	44297.543356	0.770000	0.940000	1.220000	14	dgps
149	49.485300	N	49° 29.118000' N	15.915455	E	15° 54.927300' E					""		566.300000	0.582503	3.986667	231.320007	44297.543368	0.770000	0.940000	1.220000	14	dgps
150	49.485275	N	49° 29.116500' N	15.915412	E	15° 54.924700' E					""		566.200000	0.586695	3.595000	228.440002	44297.543380	0.770000	0.940000	1.220000	14	dgps
151	49.485250	N	49° 29.115000' N	15.915375	E	15° 54.922500' E					""		566.300000	0.590539	3.590833	226.619995	44297.543391	0.770000	0.940000	1.220000	14	dgps
152	49.485227	N	49° 29.113600' N	15.915338	E	15° 54.920300' E					""		566.400000	0.594250	4.088333	225.440002	44297.543403	0.770000	0.940000	1.220000	14	dgps
153	49.485202	N	49° 29.112100' N	15.915298	E	15° 54.917900' E					""		566.400000	0.598265	4.062500	225.960007	44297.543414	0.770000	0.940000	1.220000	14	dgps
154	49.485177	N	49° 29.110600' N	15.915265	E	15° 54.915900' E					""		566.200000	0.601946	3.620278	217.589996	44297.543426	0.750000	0.690000	1.010000	14	dgps
155	49.485158	N	49° 29.109500' N	15.915242	E	15° 54.914500' E					""		566.500000	0.604595	2.862222	219.860001	44297.543438	0.750000	0.690000	1.010000	14	dgps
156	49.485140	N	49° 29.108400' N	15.915218	E	15° 54.913100' E					""		566.500000	0.607243	2.509444	220.419998	44297.543449	0.770000	0.940000	1.220000	14	dgps
157	49.485113	N	49° 29.106800' N	15.915188	E	15° 54.911300' E					""		566.300000	0.610919	2.742778	217.240005	44297.543461	0.770000	0.940000	1.220000	14	dgps
158	49.485092	N	49° 29.105500' N	15.915162	E	15° 54.909700' E					""		566.400000	0.614008	2.735278	225.679993	44297.543472	0.770000	0.940000	1.220000	14	dgps
159	49.485067	N	49° 29.104000' N	15.915128	E	15° 54.907700' E					""		566.200000	0.617689	2.955833	221.449997	44297.543484	0.770000	0.940000	1.220000	14	dgps
160	49.485035	N	49° 29.102100' N	15.915092	E	15° 54.905500' E					""		565.800000	0.622101	3.391389	218.320007	44297.543495	0.770000	0.940000	1.220000	14	dgps
161	49.485007	N	49° 29.100400' N	15.915062	E	15° 54.903700' E					""		565.900000	0.625929	3.565556	214.259995	44297.543507	0.770000	0.940000	1.220000	14	dgps
162	49.484978	N	49° 29.098700' N	15.915032	E	15° 54.901900' E					""		566.200000	0.629757	3.363055	213.639999	44297.543519	0.770000	0.940000	1.220000	14	dgps
