52.5151528702032,13.360305559,80.7999978326261
52.5151523682032,13.360290891,80.7999978335574
52.5151476742033,13.360202629,80.7999978316948
52.5151210192039,13.359959051,80.7999978326261
52.5151020878735,13.359712372,81.1999978097156
52.5150850670393,13.359552193,80.9999978225678
52.5150498747093,13.359120023,81.3999978005886
52.51501785571,13.358521052,81.3999978015199
52.515000511545,13.357961643,81.599997789599
52.5149869325453,13.357864665,81.5999977905303
52.5149594395459,13.357669283,81.5999977886677
52.514936227381,13.35719428,81.7999977786094
52.5149296893812,13.357100403,81.7999977786094
52.5148705133825,13.356326753,81.7999977776781
52.5148670773826,13.356120726,81.7999977786094
52.5148110912184,13.355390914,81.9999977676198
52.5147594592196,13.354849862,81.9999977685511
52.51473934222,13.354746765,81.9999977685511
52.5147261832204,13.354673842,81.9999977676198
52.5146701082216,13.354303194,81.9999977666885
52.514566088224,13.353530047,81.9999977685511
52.5145582932241,13.353330726,81.9999977666885
52.5145303880594,13.352916073,82.1999977575615
52.5144913280603,13.352391617,82.1999977584928
52.5144333308962,13.351870934,82.3999977465719
52.5144091908967,13.351770099,82.3999977456406
52.5143463327328,13.351577567,82.599997734651
52.5142274835701,13.351313788,82.7999977236614
52.5141868305711,13.351230053,82.7999977236614
52.514102257573,13.351056799,82.799997725524
52.5139525565764,13.350700065,82.7999977245927
52.5139234715771,13.35059789,82.7999977245927
52.5138777065781,13.350141076,82.79999772273
52.5139071265774,13.349905545,82.7999977236614
52.5139445935766,13.349692561,82.7999977245927
52.514144586572,13.34919543,82.7999977236614
52.5142904315687,13.348821932,82.799997725524
52.5143315025678,13.348608362,82.7999977245927
52.5143401355676,13.348399317,82.79999772273
52.5143329275677,13.34820075,82.7999977245927
52.5143247135679,13.347994303,82.7999977236614
52.5142843907342,13.34754101,82.599997734651
52.5142770977344,13.347448809,82.599997734651
52.5141952125709,13.346759481,82.79999772273
52.5141318455723,13.3460637,82.7999977236614
52.5141204465726,13.345827498,82.7999977245927
52.5140822245735,13.345433716,82.7999977245927
52.5140640355739,13.345222492,82.7999977245927
52.514056995574,13.34511403,82.7999977236614
52.5140347835745,13.344756206,82.7999977245927
52.5139973995754,13.344234349,82.7999977236614
52.5139045285775,13.343440499,82.7999977245927
52.5138994995776,13.343333378,82.7999977236614
52.5138290974139,13.342635501,82.9999977136031
52.5138166914141,13.342536762,82.9999977126718
52.5137916304147,13.342342051,82.9999977145344
52.513777129415,13.342219507,82.9999977126718
52.5137572644155,13.34212672,82.9999977145344
52.513733711416,13.341925135,82.9999977126718
52.5137078944166,13.341615256,82.9999977126718
52.513692807417,13.341324655,82.9999977136031
52.5136850905825,13.341203621,82.799997725524
52.5136689135828,13.340882761,82.7999977236614
52.5136522335832,13.340679416,82.799997725524
52.5136404985835,13.34038429,82.7999977236614
52.5136185434187,13.339746008,82.9999977126718
52.5135507344202,13.338935981,82.9999977145344
52.5135547515854,13.338594083,82.7999977236614
52.5136296972531,13.3378579,83.1999977035448
52.5136293622531,13.337774333,83.1999977026135
52.5136170412534,13.337330259,83.1999977016822
52.5135871172541,13.337027421,83.1999977007508
52.5135811662542,13.336922228,83.1999977035448
52.5135545122548,13.336606063,83.1999977007508
52.5134574434224,13.336159308,82.9999977136031
52.5133933224238,13.335882118,82.9999977136031
52.5133986864237,13.33578011,82.9999977145344
52.5133791564241,13.33513177,82.9999977117404
